State,District,GramPanchayat,AuditDate,FinancialYear,SchemeName,WorkType,AuditedBy,TotalExpenditure,MisappropriationAmount,RecoveryAmount,IssuesFound,IssueType,AuditStatus,BeneficiariesCovered,ManDaysGenerated,WagesPaid,MaterialCost,ComplaintsReceived,ActionTaken
Bihar,Patna,GP_Patna_69,18-09-2024,2023-24,PMGSY,Water Tank,SAU Team B,966687.12,,,11,Fund Diversion,ATR Pending,168,2923,573750.55,712800.78,3,Recovery Initiated
Bihar,Gaya,GP_Gaya_67,17-11-2022,2022-23,NSAP,Road Construction,District Audit Unit,183277.86,124839.27,22159.17,4,Wage Delay,Completed,137,5546,875414.05,565554.75,5,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_58,15-06-2023,2023-24,MGNREGA,Road Construction,SAU Team B,1837905.92,37156.65,,5,Fund Diversion,Pending Recovery,309,1044,724104.73,304890.1,16,FIR Filed
Kerala,Thrissur,GP_Thrissur_87,07-05-2024,2021-22,PMGSY,Toilet Construction,SAU Team B,323969.76,141833,20031.95,8,Fund Diversion,Under Review,105,4544,306949.88,415581.32,13,Suspended Official
Bihar,Gaya,GP_Gaya_14,29-05-2023,2023-24,PMGSY,Water Tank,District Audit Unit,739502.73,17632.99,9363.57,11,Material Overbilling,Completed,406,3751,499029.79,700807.59,3,Suspended Official
Bihar,Patna,GP_Patna_69,18-01-2023,2024-25,PMGSY,Pond Desilting,SAU Team A,1508093.75,58197.97,44842.53,8,Wage Delay,Under Review,372,4372,785410.09,29147.7,20,No Action
Andhra Pradesh,Vijayawada,GP_Vijayawada_30,06-06-2024,2023-24,SBM-G,Road Construction,SAU Team A,188752.75,67973.51,41666.66,7,,Pending Recovery,294,173,435948.85,,17,No Action
Rajasthan,Jaipur,GP_Jaipur_32,12-08-2024,2023-24,MGNREGA,Road Construction,SAU Team A,437888.85,41657.35,19464.23,0,,Under Review,241,4154,132369.94,640043.6,22,Suspended Official
Kerala,Thrissur,GP_Thrissur_1,19-05-2024,2021-22,PMAY-G,Pond Desilting,SAU Team A,1831902.71,2341.12,57384.67,5,Fund Diversion,Under Review,371,1465,36690.83,124546.65,11,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_22,26-05-2023,2021-22,NSAP,Toilet Construction,SAU Team B,1005366.92,120488.86,61569.29,9,Ghost Beneficiary,Pending Recovery,393,401,884772.78,692880.44,4,
Rajasthan,Udaipur,GP_Udaipur_59,05-03-2024,2022-23,NSAP,Pond Desilting,SAU Team A,267693.02,122230.05,49675.69,2,Fund Diversion,Under Review,206,1599,815165.84,28323.37,12,Warning Issued
Maharashtra,Mumbai,GP_Mumbai_83,25-07-2022,2023-24,SBM-G,Road Construction,SAU Team B,1765377.37,,70884.07,3,Ghost Beneficiary,ATR Pending,421,7898,998816.99,,10,
Rajasthan,Udaipur,GP_Udaipur_82,07-04-2023,2022-23,MGNREGA,Road Construction,District Audit Unit,1177662.8,66186.88,30645.02,8,,ATR Pending,90,4702,621735.11,694409.73,23,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_3,24-06-2023,2022-23,PMGSY,Toilet Construction,District Audit Unit,400797.82,101997.83,21521.11,5,Wage Delay,Pending Recovery,485,5297,919115.92,62145.01,23,
Uttar Pradesh,Lucknow,GP_Lucknow_98,13-07-2024,2024-25,NSAP,Toilet Construction,District Audit Unit,85759.86,128485.79,46576.07,0,No Muster Roll,Completed,471,6284,852179.81,454954.31,2,No Action
Rajasthan,Jaipur,GP_Jaipur_70,23-03-2022,2024-25,SBM-G,Pond Desilting,District Audit Unit,529685.57,81160.18,62041.53,8,Wage Delay,Completed,25,5199,871816.09,527434.75,19,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_88,04-04-2023,2024-25,MGNREGA,Road Construction,District Audit Unit,875679.2,71891.41,20929.62,1,Fund Diversion,Under Review,446,4788,220039.84,343978.76,10,No Action
Bihar,Gaya,GP_Gaya_35,25-11-2023,2021-22,SBM-G,Toilet Construction,SAU Team A,1742174.99,116182.55,17954.02,8,,Closed,395,3203,872378.32,36962.62,14,No Action
Tamil Nadu,Chennai,GP_Chennai_69,28-10-2023,2024-25,NSAP,Toilet Construction,SAU Team B,1789019.53,27036.91,47779.52,7,Ghost Beneficiary,Closed,349,836,822016.87,674349.33,1,Warning Issued
Kerala,Thrissur,GP_Thrissur_49,12-09-2022,2023-24,PMAY-G,School Building,SAU Team B,251354.68,49006.38,73786.05,9,No Muster Roll,Closed,13,7009,160606.19,225605.89,15,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_28,06-08-2022,2022-23,PMAY-G,Toilet Construction,SAU Team B,328307.62,123597.76,73630.11,7,Wage Delay,Completed,225,4318,563651.38,415497.8,4,Suspended Official
Rajasthan,Jaipur,GP_Jaipur_33,03-12-2023,2023-24,PMAY-G,Pond Desilting,SAU Team A,488652.59,80065.49,68744.85,10,Ghost Beneficiary,Pending Recovery,41,3455,801499.94,698245.19,5,Recovery Initiated
Bihar,Gaya,GP_Gaya_25,29-08-2023,2023-24,NSAP,School Building,SAU Team A,439314.85,142015.72,,1,Wage Delay,Closed,216,1092,605593.49,676462.79,16,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_16,02-05-2024,2023-24,MGNREGA,Water Tank,SAU Team A,1958227.87,111077.84,10107.59,3,Fund Diversion,ATR Pending,213,1868,743624.32,119836.99,23,
Rajasthan,Udaipur,GP_Udaipur_40,26-09-2022,2023-24,SBM-G,Road Construction,SAU Team B,1157165.07,111506.87,52025.87,9,Wage Delay,Completed,404,6473,568640.07,64953.33,24,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_16,05-08-2022,2024-25,SBM-G,School Building,District Audit Unit,1511010.84,105815.13,45997.65,1,Fund Diversion,Completed,124,7757,59332.35,673920.03,17,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_56,22-02-2024,2022-23,MGNREGA,School Building,SAU Team A,424384.3,46636.8,55949.68,1,No Muster Roll,Pending Recovery,55,2333,86771.58,98836.03,6,Warning Issued
Karnataka,Mysore,GP_Mysore_39,31-05-2023,2022-23,PMAY-G,Toilet Construction,SAU Team B,1590824.45,136046.14,2943.5,8,Wage Delay,Closed,207,2560,188079.63,300416.61,13,No Action
Andhra Pradesh,Vijayawada,GP_Vijayawada_68,19-09-2024,2022-23,PMGSY,Road Construction,District Audit Unit,656827.52,117942.35,,10,Ghost Beneficiary,Closed,196,2476,667514.39,517694.16,8,Recovery Initiated
Maharashtra,Mumbai,GP_Mumbai_48,21-07-2024,2024-25,SBM-G,Water Tank,SAU Team A,97132.19,140370.15,77137.62,5,No Muster Roll,Pending Recovery,115,7583,298526.38,780098.14,19,FIR Filed
Karnataka,Mysore,GP_Mysore_47,24-01-2024,2023-24,SBM-G,Toilet Construction,District Audit Unit,950577.15,,10129.59,11,Incomplete Work,Pending Recovery,216,2944,776875.6,753888.43,14,Warning Issued
Andhra Pradesh,Vizag,GP_Vizag_36,07-07-2022,2021-22,PMAY-G,Pond Desilting,District Audit Unit,585735.69,105145.45,10677.52,7,Ghost Beneficiary,Completed,165,2905,462220.15,246146.14,4,
Bihar,Gaya,GP_Gaya_24,29-08-2023,2023-24,PMGSY,Water Tank,SAU Team B,1648059.94,133383.99,73564.71,0,No Muster Roll,Pending Recovery,314,3802,714390.34,477795.02,22,Recovery Initiated
Bihar,Patna,GP_Patna_94,14-03-2022,2021-22,MGNREGA,Pond Desilting,SAU Team A,1492738.31,145773.66,68822.98,5,Material Overbilling,Pending Recovery,32,862,785758.84,490014.69,11,Recovery Initiated
Bihar,Patna,GP_Patna_10,06-11-2022,2023-24,MGNREGA,Pond Desilting,SAU Team A,1937908.42,99234.69,28614.17,10,Ghost Beneficiary,ATR Pending,357,1528,98242.15,432514.18,24,No Action
Kerala,Thrissur,GP_Thrissur_91,17-09-2024,2023-24,SBM-G,Toilet Construction,SAU Team B,843925.7,28545.47,70580.25,1,Material Overbilling,Completed,64,6169,830821.53,437856.71,22,No Action
Tamil Nadu,Chennai,GP_Chennai_10,13-02-2023,2023-24,SBM-G,School Building,District Audit Unit,1929493.56,47659.58,78753.28,8,Ghost Beneficiary,Under Review,243,1938,689829.17,429124.15,13,No Action
Andhra Pradesh,Vizag,GP_Vizag_54,04-06-2022,2021-22,NSAP,School Building,District Audit Unit,930896.42,10132.93,27988.19,7,Ghost Beneficiary,Closed,281,3432,781336.43,718454.71,14,
Rajasthan,Jaipur,GP_Jaipur_79,23-05-2023,2021-22,PMAY-G,Road Construction,SAU Team A,495450.78,113490.62,20488.57,6,No Muster Roll,Under Review,197,4486,779707.09,573959.71,5,No Action
Karnataka,Mysore,GP_Mysore_74,10-09-2023,2022-23,PMAY-G,Pond Desilting,SAU Team A,136210.95,90185.41,12337.82,3,Material Overbilling,Under Review,221,5690,708691.64,635598.2,17,Warning Issued
Karnataka,Bangalore,GP_Bangalore_96,18-01-2023,2024-25,MGNREGA,Road Construction,District Audit Unit,417551.7,31778.84,10566.3,2,Incomplete Work,Completed,309,5432,479316.27,,4,
Kerala,Thrissur,GP_Thrissur_90,28-01-2023,2021-22,SBM-G,Water Tank,District Audit Unit,209629.94,13141.01,55669.09,3,Wage Delay,ATR Pending,378,4476,856935.11,339055.26,15,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_38,10-04-2023,2021-22,MGNREGA,Road Construction,District Audit Unit,303036.36,76606.99,35252.29,9,Ghost Beneficiary,Pending Recovery,445,7095,58803.66,589373.33,1,FIR Filed
Karnataka,Bangalore,GP_Bangalore_76,08-08-2023,2021-22,PMAY-G,Road Construction,SAU Team B,174627.08,88915.84,3031.55,6,Fund Diversion,Closed,366,6455,854441.59,744695.4,9,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_42,08-01-2024,2024-25,NSAP,School Building,District Audit Unit,960281.27,6837.15,5558.95,1,Fund Diversion,Pending Recovery,149,5255,808282.23,595510.61,23,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_33,29-07-2023,2023-24,SBM-G,Toilet Construction,District Audit Unit,668292.78,19102.32,1672.51,4,Material Overbilling,Closed,206,7896,124859.97,782963.04,22,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_30,15-10-2022,2023-24,PMGSY,Toilet Construction,SAU Team A,1666930.52,142162.01,74860.24,0,No Muster Roll,Closed,312,3203,632512.98,472100.62,10,FIR Filed
Tamil Nadu,Chennai,GP_Chennai_8,20-02-2024,2024-25,PMAY-G,Pond Desilting,SAU Team B,1180013.66,22704.14,31740.07,0,No Muster Roll,Completed,31,4193,830439.25,259048.48,10,Recovery Initiated
Kerala,Ernakulam,GP_Ernakulam_28,03-06-2024,2021-22,PMGSY,School Building,SAU Team A,1848749.44,1171,76422.9,3,,ATR Pending,150,1783,784090.68,704332.94,7,
Maharashtra,Pune,GP_Pune_64,26-04-2023,2022-23,SBM-G,Road Construction,SAU Team A,84853.39,74282.28,52625.81,8,Wage Delay,Closed,187,3874,380039.54,292215.98,9,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_11,05-05-2024,2024-25,PMGSY,Water Tank,District Audit Unit,1949061.65,10235.65,,9,Wage Delay,Closed,494,6400,416239.6,228096.81,19,Warning Issued
Bihar,Patna,GP_Patna_60,22-06-2022,2022-23,SBM-G,School Building,District Audit Unit,229589.98,110277.59,61570.96,2,Material Overbilling,Closed,438,7697,996874.72,184248.78,15,
Kerala,Ernakulam,GP_Ernakulam_1,07-03-2023,2024-25,PMAY-G,School Building,SAU Team A,903104.41,81280.49,49226.08,3,Incomplete Work,Completed,228,2833,663735.84,639801.17,8,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_11,19-11-2023,2022-23,MGNREGA,Water Tank,SAU Team A,1933809.46,137338.8,35405.66,1,Incomplete Work,Pending Recovery,68,1023,886244.09,29291.88,0,Suspended Official
Bihar,Patna,GP_Patna_91,02-05-2024,2022-23,NSAP,Toilet Construction,SAU Team B,1149416.61,,8193.34,4,Material Overbilling,Closed,319,6073,850472.47,730855.24,9,FIR Filed
Maharashtra,Pune,GP_Pune_46,25-06-2024,2022-23,SBM-G,Road Construction,District Audit Unit,1373366.4,120679.89,20638.07,1,No Muster Roll,Completed,148,1000,719100.2,692457.42,2,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_61,28-05-2023,2022-23,MGNREGA,Toilet Construction,SAU Team A,1428033.21,73253.19,52552.33,7,Incomplete Work,Completed,158,4489,226637.69,108590.41,14,No Action
Karnataka,Bangalore,GP_Bangalore_97,05-04-2024,2024-25,NSAP,Pond Desilting,District Audit Unit,113617.23,66560.74,33758.57,7,Fund Diversion,Completed,189,3852,969390.72,183571.27,1,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_4,23-05-2022,2022-23,PMAY-G,Pond Desilting,District Audit Unit,605498.85,109022.8,24111.87,5,No Muster Roll,Closed,336,1425,170051.26,,19,Suspended Official
Bihar,Patna,GP_Patna_94,18-10-2023,2021-22,PMGSY,Water Tank,SAU Team B,1582896.26,69190.58,,10,No Muster Roll,ATR Pending,472,4003,648917.04,557144.24,23,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_26,15-04-2022,2024-25,MGNREGA,Road Construction,District Audit Unit,1794760.98,9168.43,,3,,Under Review,469,4034,295652.88,,14,Warning Issued
Tamil Nadu,Coimbatore,GP_Coimbatore_3,20-02-2024,2023-24,MGNREGA,Road Construction,SAU Team B,1469139.88,31862.21,,0,Fund Diversion,ATR Pending,267,3407,795365.97,609144.05,20,
Uttar Pradesh,Lucknow,GP_Lucknow_57,10-04-2024,2023-24,PMGSY,Road Construction,SAU Team B,882957.48,35839.32,51122.6,3,Wage Delay,Under Review,348,6144,280986.07,486765.63,2,No Action
Andhra Pradesh,Vizag,GP_Vizag_86,08-04-2023,2021-22,PMGSY,Road Construction,District Audit Unit,1670520.81,80061.3,53915.83,1,Material Overbilling,Pending Recovery,308,630,486530.17,371742.41,10,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_91,06-10-2023,2021-22,SBM-G,Pond Desilting,District Audit Unit,705142.1,118936.87,40761.06,1,,Pending Recovery,300,165,293013.47,452725.09,22,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_8,25-08-2023,2023-24,SBM-G,Road Construction,SAU Team A,970785.79,63825.86,1771.2,0,,Pending Recovery,119,6523,656687.22,396841.72,10,Recovery Initiated
Kerala,Ernakulam,GP_Ernakulam_10,04-06-2023,2023-24,PMGSY,Water Tank,SAU Team B,802965.98,56894.82,69840.5,1,Fund Diversion,ATR Pending,350,4048,827057.81,327825.94,10,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_51,15-06-2022,2023-24,NSAP,Toilet Construction,District Audit Unit,1070103.72,108597.64,26416.99,0,No Muster Roll,ATR Pending,233,1757,69767.97,202823.21,10,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_65,10-07-2023,2022-23,MGNREGA,Pond Desilting,District Audit Unit,1901724.19,125593.48,31864.83,4,Wage Delay,Pending Recovery,149,2527,159303.44,417653.86,1,Suspended Official
Karnataka,Mysore,GP_Mysore_94,02-04-2023,2021-22,NSAP,School Building,SAU Team A,166755.52,11707.43,53582.96,3,Fund Diversion,Closed,54,1684,427523.18,377592.69,6,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_59,16-11-2023,2022-23,NSAP,Road Construction,SAU Team A,1924861.55,123238.74,5237.15,3,Incomplete Work,ATR Pending,158,1597,801834.5,330488.7,1,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_65,29-12-2023,2021-22,MGNREGA,Pond Desilting,SAU Team B,938939.68,109296.35,2215.19,10,Incomplete Work,Completed,146,4274,820235.87,742130.74,16,FIR Filed
Karnataka,Mysore,GP_Mysore_41,05-03-2023,2021-22,NSAP,Pond Desilting,SAU Team A,440684.16,52505.84,20236.84,11,Fund Diversion,Closed,255,2302,821082.78,369805.22,16,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_98,02-01-2024,2022-23,NSAP,Pond Desilting,District Audit Unit,788756.74,20454.85,12671.14,6,No Muster Roll,Closed,263,7972,176495.72,465332.78,0,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_73,19-01-2022,2023-24,NSAP,Pond Desilting,SAU Team B,845589.01,16930.41,12505.38,8,Material Overbilling,Completed,105,3878,396631.28,136318.91,20,
Kerala,Thrissur,GP_Thrissur_22,31-08-2024,2021-22,SBM-G,Road Construction,District Audit Unit,954937.06,7250.84,,5,Material Overbilling,Pending Recovery,174,2645,988482.78,749683.82,12,Recovery Initiated
Bihar,Gaya,GP_Gaya_97,22-11-2022,2023-24,PMGSY,Road Construction,SAU Team A,416886.51,,76348.43,11,Incomplete Work,Completed,236,2392,562199.11,435444.05,6,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_34,07-06-2024,2023-24,PMAY-G,Road Construction,SAU Team B,1492512.4,81435.32,45458.23,4,Fund Diversion,Pending Recovery,230,4067,867537.14,284121.56,22,No Action
Andhra Pradesh,Vijayawada,GP_Vijayawada_5,10-05-2024,2021-22,SBM-G,School Building,District Audit Unit,1841860.39,59151.62,61509.42,0,,Closed,273,7120,996229.85,513257.18,17,Suspended Official
Bihar,Patna,GP_Patna_63,25-08-2024,2023-24,PMGSY,Pond Desilting,SAU Team A,484359.23,129495.53,,3,Material Overbilling,Under Review,17,5641,236851.22,360366.09,23,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_40,10-03-2023,2024-25,NSAP,School Building,SAU Team B,1107168.14,63696.6,11263.99,9,No Muster Roll,Closed,283,4035,91523.06,549726.3,15,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_29,05-11-2023,2024-25,SBM-G,Toilet Construction,SAU Team B,697944.19,44287.06,76566.79,9,No Muster Roll,Completed,449,6385,463378.35,319853.98,12,Recovery Initiated
Maharashtra,Mumbai,GP_Mumbai_28,07-05-2024,2024-25,NSAP,Road Construction,SAU Team A,1460297.44,13192.95,59323.21,6,Wage Delay,Under Review,310,3169,844532.41,84412.04,14,No Action
Kerala,Ernakulam,GP_Ernakulam_70,13-05-2024,2024-25,MGNREGA,School Building,District Audit Unit,1308017.39,35193.34,70139.99,11,Fund Diversion,Closed,302,1013,596286.76,707169.57,8,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_37,21-12-2022,2022-23,MGNREGA,Pond Desilting,SAU Team B,1443880.85,107829.61,24187.5,10,,Completed,127,3355,991572.53,724865.23,12,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_20,10-10-2022,2021-22,MGNREGA,Road Construction,District Audit Unit,1920305.32,96417.4,77431.01,0,,ATR Pending,388,6886,570220.04,46256.16,10,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_49,26-06-2024,2023-24,MGNREGA,Water Tank,SAU Team B,75800.99,,29574.94,7,Fund Diversion,ATR Pending,269,2414,786456.18,34626.74,5,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_79,26-04-2023,2023-24,MGNREGA,Pond Desilting,SAU Team B,559911.16,16605.85,47478.88,9,Fund Diversion,Under Review,20,2839,470778.75,685791.95,4,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_17,27-06-2023,2023-24,PMAY-G,Toilet Construction,SAU Team B,833296.61,35971.75,53244.51,9,Wage Delay,Completed,450,1222,742966.32,728797.99,3,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_19,20-07-2022,2023-24,PMGSY,Road Construction,District Audit Unit,771391.06,143767.55,,4,Material Overbilling,Completed,488,7831,643024.57,769811.43,11,
Tamil Nadu,Coimbatore,GP_Coimbatore_75,24-04-2023,2022-23,NSAP,Toilet Construction,SAU Team A,1957734.68,87691.25,20310.2,1,Material Overbilling,Closed,349,4901,747528.86,207146.39,6,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_76,30-08-2023,2023-24,PMGSY,School Building,SAU Team A,1384726.45,139156.82,17050.97,1,No Muster Roll,ATR Pending,82,3300,700788.77,552177.89,13,Warning Issued
Karnataka,Mysore,GP_Mysore_99,29-01-2024,2022-23,PMGSY,Toilet Construction,SAU Team A,580331.96,23098.2,29092.73,3,Fund Diversion,Under Review,439,5577,355087.78,337113.06,20,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_46,06-01-2022,2023-24,NSAP,School Building,District Audit Unit,1086214,63800.19,15053.73,2,Incomplete Work,Under Review,35,5604,668379.27,85124.1,17,No Action
Tamil Nadu,Chennai,GP_Chennai_84,27-02-2022,2024-25,PMGSY,Toilet Construction,SAU Team A,704279,59539.81,16227.26,2,No Muster Roll,ATR Pending,114,5139,750323.32,178022.91,18,No Action
Maharashtra,Mumbai,GP_Mumbai_75,18-05-2023,2023-24,PMGSY,Pond Desilting,SAU Team A,1601150.75,93737.44,39392.86,0,Wage Delay,ATR Pending,12,5166,310403.65,767798.48,13,
Maharashtra,Pune,GP_Pune_69,08-01-2022,2022-23,PMAY-G,Road Construction,District Audit Unit,1781617.25,140972.73,59053.49,10,Ghost Beneficiary,Closed,26,2204,242699.93,798724.06,11,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_96,16-05-2022,2022-23,PMAY-G,School Building,SAU Team B,668079.12,7869.07,28877.72,5,Wage Delay,ATR Pending,71,811,666914.75,73690.55,16,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_93,25-01-2024,2023-24,SBM-G,School Building,SAU Team B,795536.02,106540.93,52082.66,3,No Muster Roll,Under Review,437,6151,300735.52,179041.31,8,No Action
Maharashtra,Pune,GP_Pune_72,03-07-2022,2022-23,SBM-G,Toilet Construction,District Audit Unit,252824.29,56063.01,74618.58,9,Incomplete Work,Closed,414,2159,93676.97,638531.05,13,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_81,10-09-2023,2023-24,MGNREGA,Pond Desilting,SAU Team B,427096.19,62500.21,21675.8,9,Incomplete Work,Under Review,64,3710,97132.86,309858.74,16,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_7,03-08-2024,2023-24,PMAY-G,Water Tank,SAU Team A,799024.08,31109.81,75412.78,7,No Muster Roll,Pending Recovery,135,836,548969.2,,15,Suspended Official
Bihar,Patna,GP_Patna_82,23-05-2022,2022-23,PMGSY,Toilet Construction,SAU Team B,1014450.07,70503.03,,3,Material Overbilling,Pending Recovery,209,440,309093.09,,11,No Action
Kerala,Thrissur,GP_Thrissur_12,09-01-2024,2024-25,NSAP,Pond Desilting,SAU Team A,1110676,,54384.33,4,Material Overbilling,Closed,89,4282,976125.94,498007.66,23,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_2,21-12-2023,2021-22,NSAP,School Building,SAU Team B,1628218.52,17993.43,,7,Wage Delay,Under Review,73,7969,116963.97,200231.45,23,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_40,21-06-2023,2024-25,PMGSY,School Building,SAU Team A,640054.7,134992.71,77594.98,9,Ghost Beneficiary,Under Review,275,6326,702297.48,126197.93,3,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_27,04-09-2024,2023-24,PMAY-G,Pond Desilting,SAU Team B,850507.45,127163.74,,7,Material Overbilling,ATR Pending,114,3237,789391.44,11145.75,4,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_73,19-11-2022,2024-25,SBM-G,Toilet Construction,District Audit Unit,1264797.13,145483.7,10836.69,8,Fund Diversion,Closed,110,5988,399611.32,429735.25,1,Warning Issued
Karnataka,Bangalore,GP_Bangalore_22,01-01-2023,2022-23,SBM-G,Toilet Construction,District Audit Unit,509505.88,,23119.27,0,Fund Diversion,Closed,169,2525,976362.93,,13,FIR Filed
Kerala,Thrissur,GP_Thrissur_98,06-08-2024,2021-22,PMAY-G,Pond Desilting,SAU Team B,698662.89,11458.83,52374.07,6,Incomplete Work,Closed,355,4064,811943.55,14233.85,23,Warning Issued
Kerala,Thrissur,GP_Thrissur_39,28-01-2024,2022-23,PMGSY,Water Tank,SAU Team B,350331.83,,36703.19,9,Incomplete Work,Pending Recovery,113,6616,338298.61,381568.3,2,Warning Issued
Maharashtra,Pune,GP_Pune_56,09-11-2023,2021-22,SBM-G,Pond Desilting,District Audit Unit,276233.9,145886.76,25446.12,3,Ghost Beneficiary,ATR Pending,104,5259,272647.84,,21,No Action
Maharashtra,Pune,GP_Pune_12,10-05-2023,2021-22,NSAP,School Building,SAU Team A,826509.43,,58970,4,Incomplete Work,ATR Pending,492,243,40420.09,584236.82,4,
Karnataka,Bangalore,GP_Bangalore_47,29-03-2023,2022-23,NSAP,Water Tank,SAU Team A,1760459.28,126996.61,79250.25,9,No Muster Roll,ATR Pending,39,5928,34968.36,536532.43,13,Warning Issued
